lead_number,do_not_email,do_not_call,converted,total_visits,total_time_spent_on_website,page_views_per_visit,search,magazine,newspaper_article,update_me_on_upcoming_bike_rallies,newspaper,digital_advertisement,through_recommendations,receive_more_updates_about_our_accessories,update_me_on_discounts,get_updates_on_dm_content,asymmetrique_activity_score,asymmetrique_profile_score,i_agree_to_pay_the_amount_through_cheque
612699,No,No,0,6.0,262,6.0,No,No,No,No,No,No,No,No,No,No,,,No
612698,Yes,No,0,2.0,1016,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612690,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612680,No,No,1,3.0,130,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612679,No,No,1,6.0,1094,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612669,No,No,0,2.0,336,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612658,No,No,0,3.0,234,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612657,No,No,0,2.0,31,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612647,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612639,No,No,1,4.0,926,4.0,No,No,No,No,No,No,No,No,No,No,,,No
612637,No,No,1,2.0,970,1.0,No,No,No,No,No,No,No,No,No,No,,,No
612618,No,No,1,3.0,1360,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612605,No,No,1,5.0,725,2.5,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
612603,No,No,1,2.0,979,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612598,No,No,0,5.0,327,2.5,No,No,No,No,No,No,No,No,No,No,,,No
612587,No,No,0,3.0,93,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612578,No,No,1,4.0,804,1.33,No,No,No,No,No,No,No,No,No,No,,,No
612572,No,No,1,3.0,789,1.0,No,No,No,No,No,No,No,No,No,No,,,No
612548,No,No,1,6.0,1295,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612546,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612542,No,No,0,3.0,937,1.5,No,No,No,No,No,No,No,No,No,No,,,No
612532,No,No,1,9.0,234,4.5,No,No,No,No,No,No,No,No,No,No,,,No
612511,No,No,0,5.0,201,5.0,No,No,No,No,No,No,No,No,No,No,,,No
612509,No,No,0,12.0,9,1.71,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
612484,No,No,1,9.0,1416,1.8,No,No,No,No,No,No,No,No,No,No,,,No
612479,No,No,0,3.0,334,1.5,No,No,No,No,No,No,No,No,No,No,,,No
612469,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612466,No,No,0,5.0,463,5.0,No,No,No,No,No,No,No,No,No,No,,,No
612458,No,No,0,1.0,397,1.0,No,No,No,No,No,No,No,No,No,No,,,No
612428,No,No,1,6.0,548,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612424,No,No,0,2.0,663,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612395,No,No,0,2.0,202,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612345,No,No,1,3.0,1358,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612320,No,No,0,3.0,219,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612304,No,No,1,3.0,1768,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612298,No,No,0,3.0,261,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612293,No,No,0,2.0,221,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612288,No,No,1,3.0,1031,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612266,No,No,1,6.0,942,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612252,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612248,No,No,1,7.0,1522,7.0,No,No,No,No,No,No,No,No,No,No,,,No
612233,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612231,No,No,1,3.0,951,1.5,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
612223,No,No,1,13.0,1311,1.86,No,No,No,No,No,No,No,No,No,No,,,No
612180,Yes,No,0,3.0,389,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612162,No,No,0,3.0,1291,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612160,Yes,No,1,6.0,1047,6.0,No,No,No,No,No,No,No,No,No,No,,,No
612152,No,No,0,4.0,1123,4.0,No,No,No,No,No,No,No,No,No,No,,,No
612148,No,No,1,4.0,861,4.0,No,No,No,No,No,No,No,No,No,No,,,No
612147,No,No,0,2.0,197,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612134,No,No,0,8.0,286,8.0,No,No,No,No,No,No,No,No,No,No,,,No
612085,No,No,1,3.0,1774,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612074,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
612067,No,No,1,7.0,1500,2.33,No,No,No,No,No,No,No,No,No,No,,,No
612062,No,No,0,5.0,401,5.0,No,No,No,No,No,No,No,No,No,No,,,No
612050,No,No,0,4.0,948,4.0,No,No,No,No,No,No,No,No,No,No,,,No
612047,No,No,0,3.0,1493,3.0,No,No,No,No,No,No,No,No,No,No,,,No
612038,No,No,0,4.0,32,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612027,No,No,0,5.0,209,1.67,No,No,No,No,No,No,No,No,No,No,,,No
612022,No,No,1,2.0,129,2.0,No,No,No,No,No,No,No,No,No,No,,,No
612020,No,No,0,5.0,1006,5.0,No,No,No,No,No,No,No,No,No,No,,,No
612006,No,No,1,6.0,109,6.0,No,No,No,No,No,No,No,No,No,No,,,No
612000,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611999,No,No,0,3.0,1219,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611994,No,No,0,2.0,1984,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611960,No,No,0,3.0,151,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611948,No,No,1,3.0,370,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611944,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611935,No,No,0,4.0,305,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611930,No,No,1,2.0,1651,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611920,No,No,0,7.0,358,7.0,No,No,No,No,No,No,No,No,No,No,,,No
611910,No,No,0,4.0,373,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611906,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611900,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611884,No,No,0,4.0,84,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611873,No,No,0,4.0,507,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611863,Yes,No,1,11.0,1494,11.0,No,No,No,No,No,No,No,No,No,No,,,No
611849,No,No,0,2.0,272,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611844,No,No,1,11.0,115,5.5,No,No,No,No,No,No,No,No,No,No,,,No
611801,No,No,1,7.0,941,7.0,No,No,No,No,No,No,No,No,No,No,,,No
611795,No,No,0,3.0,71,1.5,No,No,No,No,No,No,No,No,No,No,,,No
611790,No,No,1,3.0,1033,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611752,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611746,No,No,0,1.0,119,1.0,No,No,No,No,No,No,No,No,No,No,,,No
611733,No,No,1,3.0,1281,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611732,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611720,No,No,0,7.0,90,2.33,No,No,No,No,No,No,No,No,No,No,17.0,17.0,No
611715,No,No,0,4.0,43,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611662,No,No,1,6.0,1957,1.5,No,No,No,No,No,No,No,No,No,No,,,No
611658,No,No,0,5.0,1004,2.5,No,No,No,No,No,No,No,No,No,No,,,No
611651,No,No,1,2.0,1260,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611640,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611599,Yes,No,0,4.0,291,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611595,No,No,0,2.0,1083,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611592,No,No,0,2.0,278,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611589,No,No,1,26.0,120,13.0,No,No,No,No,No,No,No,No,No,No,,,No
611567,No,No,1,2.0,1496,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611560,No,No,0,5.0,527,5.0,No,No,No,No,No,No,No,No,No,No,,,No
611558,No,No,0,2.0,0,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611552,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611543,No,No,0,4.0,29,1.33,No,No,No,No,No,No,No,No,No,No,,,No
611536,No,No,1,10.0,1337,10.0,No,No,No,No,No,No,No,No,No,No,,,No
611523,No,No,0,14.0,302,3.5,No,No,No,No,No,No,No,No,No,No,,,No
611519,No,No,0,4.0,1589,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611498,No,No,1,4.0,384,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611478,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611458,No,No,1,4.0,1524,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611456,No,No,0,10.0,1306,2.5,No,No,No,No,No,No,No,No,No,No,,,No
611447,No,No,0,2.0,74,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611444,No,No,0,2.0,105,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611433,No,No,0,4.0,109,1.33,No,No,No,No,No,No,No,No,No,No,,,No
611410,No,No,1,4.0,1477,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611386,No,No,1,5.0,576,5.0,No,No,No,No,No,No,No,No,No,No,,,No
611380,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611379,Yes,No,0,9.0,701,9.0,No,No,No,No,No,No,No,No,No,No,,,No
611369,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611368,No,No,0,8.0,108,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611359,No,No,0,3.0,465,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611355,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611351,No,No,1,3.0,1303,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611347,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611316,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611308,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611302,No,No,0,4.0,21,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611296,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611284,No,No,0,2.0,415,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611283,No,No,1,6.0,1202,3.0,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
611277,No,No,1,2.0,1164,1.0,No,No,No,No,No,No,No,No,No,No,14.0,16.0,No
611262,Yes,No,0,4.0,68,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611257,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611251,No,No,1,5.0,1347,2.5,No,No,No,No,No,No,No,No,No,No,,,No
611225,No,No,1,,1168,,No,No,No,No,No,No,No,No,No,No,,,No
611224,Yes,No,0,5.0,245,2.5,No,No,No,No,No,No,No,No,No,No,,,No
611223,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611217,No,No,0,2.0,221,2.0,No,No,No,No,No,No,No,No,No,No,14.0,18.0,No
611216,No,No,0,7.0,224,7.0,No,No,No,No,No,No,No,No,No,No,,,No
611211,No,No,0,5.0,171,2.5,No,No,No,No,No,No,No,No,No,No,,,No
611207,No,No,1,4.0,1298,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611201,No,No,0,2.0,333,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611192,No,No,0,2.0,288,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611186,No,No,1,3.0,1136,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611185,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611183,No,No,0,4.0,135,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611181,No,No,0,4.0,1195,1.33,No,No,No,No,No,No,No,No,No,No,,,No
611153,No,No,0,2.0,1380,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611150,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611144,No,No,1,7.0,945,3.5,No,No,No,No,No,No,No,No,No,No,,,No
611143,No,No,1,21.0,558,3.5,No,No,No,No,No,No,No,No,No,No,,,No
611142,No,No,0,4.0,504,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611126,No,No,1,3.0,1350,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611118,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611103,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611101,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611079,No,No,1,5.0,1557,5.0,No,No,No,No,No,No,No,No,No,No,,,No
611078,No,No,0,3.0,18,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611076,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611072,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
611068,No,No,0,2.0,204,2.0,No,No,No,No,No,No,No,No,No,No,,,No
611064,No,No,1,14.0,1200,2.8,No,No,No,No,No,No,No,No,No,No,,,No
611055,No,No,0,3.0,1288,1.5,No,No,No,No,No,No,No,No,No,No,,,No
611052,Yes,No,0,3.0,242,3.0,No,No,No,No,No,No,No,No,No,No,,,No
611048,No,No,1,4.0,849,4.0,No,No,No,No,No,No,No,No,No,No,,,No
611029,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610994,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610985,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610976,No,No,1,3.0,899,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610971,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610957,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610956,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610944,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610920,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610904,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610888,No,No,0,3.0,120,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610883,No,No,0,2.0,131,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610872,No,No,0,3.0,54,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610866,No,No,0,3.0,446,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610865,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610860,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610833,No,No,0,2.0,119,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610800,No,No,0,2.0,61,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610784,No,No,0,4.0,244,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610781,Yes,No,0,4.0,545,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610779,No,No,0,2.0,547,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610777,No,No,0,4.0,113,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610776,No,No,0,1.0,384,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610766,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610757,No,No,0,2.0,53,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610749,No,No,0,7.0,279,3.5,No,No,No,No,No,No,No,No,No,No,13.0,17.0,No
610744,No,No,0,2.0,440,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610717,No,No,1,3.0,995,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610684,No,No,0,5.0,38,2.5,No,No,No,No,No,No,No,No,No,No,,,No
610683,No,No,0,5.0,100,1.25,No,No,No,No,No,No,No,No,No,No,,,No
610682,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610672,No,No,0,2.0,461,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610671,No,No,0,4.0,119,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610663,No,No,0,2.0,1324,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610662,No,No,1,4.0,981,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610661,No,No,0,2.0,225,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610651,No,No,0,12.0,247,2.4,No,No,No,No,No,No,No,No,No,No,14.0,15.0,No
610648,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610615,No,No,1,3.0,1321,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610601,No,No,0,6.0,178,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610590,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610582,No,No,0,7.0,1147,7.0,No,No,No,No,No,No,No,No,No,No,,,No
610574,No,No,1,4.0,1563,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610568,No,No,0,1.0,16,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610562,No,No,1,2.0,1152,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610550,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610525,No,No,0,6.0,457,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610523,No,No,0,5.0,12,1.67,No,No,No,No,No,No,No,No,No,No,,,No
610511,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610510,No,No,1,2.0,291,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610499,No,No,0,4.0,60,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610490,No,No,0,4.0,127,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610485,Yes,No,1,3.0,922,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610473,No,No,1,3.0,1089,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610472,No,No,0,16.0,262,8.0,No,No,No,No,No,No,No,No,No,No,,,No
610461,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610458,No,No,0,3.0,273,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610456,No,No,0,2.0,10,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610453,No,No,0,4.0,15,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610441,No,No,0,1.0,343,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610437,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610435,No,No,1,5.0,273,5.0,No,No,No,No,No,No,No,No,No,No,,,No
610418,No,No,0,3.0,152,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610408,Yes,No,0,2.0,122,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610398,No,No,0,2.0,371,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610391,No,No,1,2.0,1325,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610385,No,No,1,4.0,1494,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610383,No,No,0,3.0,952,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610382,Yes,No,0,4.0,209,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610375,No,No,0,7.0,1032,2.33,No,No,No,No,No,No,No,No,No,No,,,No
610364,No,No,0,5.0,405,5.0,No,No,No,No,No,No,No,No,No,No,,,No
610357,Yes,No,0,16.0,103,16.0,No,No,No,No,No,No,No,No,No,No,,,No
610341,Yes,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610339,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610330,No,No,1,6.0,1201,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610311,No,No,0,5.0,49,5.0,No,No,No,No,No,No,No,No,No,No,,,No
610300,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610294,No,No,1,5.0,284,2.5,No,No,No,No,No,No,No,No,No,No,,,No
610290,No,No,0,5.0,44,2.5,No,No,No,No,No,No,No,No,No,No,,,No
610280,No,No,0,5.0,87,5.0,No,No,No,No,No,No,No,No,No,No,,,No
610273,No,No,1,5.0,1171,5.0,No,No,No,No,No,No,No,No,No,No,,,No
610270,Yes,No,0,1.0,322,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610249,No,No,1,2.0,1484,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610230,No,No,0,3.0,70,1.5,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
610220,No,No,0,16.0,804,2.29,No,No,No,No,No,No,No,No,No,No,,,No
610208,No,No,0,3.0,214,3.0,No,No,No,No,No,No,No,No,No,No,,,No
610199,No,No,1,5.0,1397,2.5,No,No,No,No,No,No,No,No,No,No,,,No
610172,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610165,No,No,0,4.0,1081,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610164,No,No,0,1.0,55,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610159,No,No,1,,992,,No,No,No,No,No,No,No,No,No,No,,,No
610153,No,No,0,3.0,1507,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610147,No,No,0,2.0,535,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610145,No,No,1,5.0,1060,2.5,No,No,No,No,No,No,No,No,No,No,,,No
610141,No,No,0,2.0,1421,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610139,No,No,0,1.0,419,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610131,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610126,No,No,1,4.0,63,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610099,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610095,No,No,0,2.0,444,2.0,No,No,No,No,No,No,No,No,No,No,,,No
610092,No,No,0,20.0,814,2.5,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,,No
610091,No,No,1,8.0,58,4.0,No,No,No,No,No,No,No,No,No,No,15.0,16.0,No
610077,No,No,1,4.0,1298,4.0,No,No,No,No,No,No,No,No,No,No,,,No
610052,No,No,1,2.0,13,1.0,No,No,No,No,No,No,No,No,No,No,,,No
610041,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
610025,No,No,1,3.0,425,1.5,No,No,No,No,No,No,No,No,No,No,,,No
610000,No,No,0,4.0,824,4.0,No,No,No,No,No,No,No,No,No,No,,,No
609999,No,No,0,9.0,145,4.5,No,No,No,No,No,No,No,No,No,No,,,No
609962,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,11.0,15.0,No
609951,No,No,0,4.0,219,4.0,No,No,No,No,No,No,No,No,No,No,,,No
609920,No,No,0,11.0,565,2.75,No,No,No,No,No,No,No,No,No,No,15.0,15.0,No
609912,No,No,0,4.0,165,4.0,No,No,No,No,No,No,No,No,No,No,,,No
609902,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
609897,No,No,1,11.0,591,3.67,No,No,No,No,No,No,No,No,No,No,16.0,13.0,No
609892,No,No,1,4.0,887,4.0,No,No,No,No,No,No,No,No,No,No,,,No
609879,No,No,0,3.0,1686,3.0,No,No,No,No,No,No,No,No,No,No,,,No
609871,No,No,0,5.0,110,5.0,No,No,No,No,No,No,No,No,No,No,,,No
609859,No,No,1,3.0,1364,1.5,No,No,No,No,No,No,No,No,No,No,,,No
609858,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
609847,No,No,1,1.0,790,1.0,No,No,No,No,No,No,No,No,No,No,,,No
609838,No,No,1,2.0,640,2.0,No,No,No,No,No,No,No,No,No,No,,,No
609832,Yes,No,0,1.0,1270,1.0,No,No,No,No,No,No,No,No,No,No,,,No
609826,No,No,0,1.0,249,1.0,No,No,No,No,No,No,No,No,No,No,,,No
609819,No,No,0,5.0,339,5.0,No,No,No,No,No,No,No,No,No,No,,,No
609808,No,No,1,3.0,574,1.5,No,No,No,No,No,No,No,No,No,No,,,No
609801,No,No,0,9.0,978,4.5,No,No,No,No,No,No,No,No,No,No,,,No
609761,No,No,1,5.0,1098,5.0,No,No,No,No,No,No,No,No,No,No,,,No
609752,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
609739,No,No,1,10.0,2112,3.33,No,No,No,No,No,No,No,No,No,No,,,No
609731,No,No,0,2.0,268,2.0,No,No,No,No,No,No,No,No,No,No,,,No
609708,No,No,1,3.0,1169,3.0,No,No,No,No,No,No,No,No,No,No,,,No
609706,No,No,0,1.0,226,1.0,No,No,No,No,No,No,No,No,No,No,,,No
609702,No,No,1,6.0,122,3.0,No,No,No,No,No,No,No,No,No,No,,,No
609701,No,No,0,2.0,45,2.0,No,No,No,No,No,No,No,No,No,No,,,No
609697,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
609686,No,No,0,3.0,129,3.0,No,No,No,No,No,No,No,No,No,No,,,No
609677,No,No,1,3.0,1158,1.5,No,No,No,No,No,No,No,No,No,No,,,No
609659,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
609640,No,No,1,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
609634,No,No,0,1.0,131,1.0,No,No,No,No,No,No,No,No,No,No,,,No
609620,No,No,1,4.0,1770,4.0,No,No,No,No,No,No,No,No,No,No,,,No
609618,No,No,0,2.0,422,2.0,No,No,No,No,No,No,No,No,No,No,,,No
609598,No,No,0,4.0,75,4.0,No,No,No,No,No,No,No,No,No,No,,,No
609592,No,No,1,5.0,100,2.5,No,No,No,No,No,No,No,No,No,No,15.0,18.0,No
609589,Yes,No,0,3.0,1801,3.0,No,No,No,No,No,No,No,No,No,No,,,No
609588,Yes,No,0,4.0,383,4.0,No,No,No,No,No,No,No,No,No,No,,,No
609585,No,No,0,0.0,0,0.0,No,No,No,No,No,No,No,No,No,No,,,No
609576,No,No,1,11.0,1042,5.5,No,No,No,No,No,No,No,No,No,No,,,No
609574,No,No,0,5.0,304,2.5,No,No,No,No,No,No,No,No,No,No,,,No
609567,No,No,0,6.0,263,1.2,No,No,No,No,No,No,No,No,No,No,,,No
609561,No,No,0,2.0,161,2.0,No,No,No,No,No,No,No,No,No,No,,,No
609557,No,No,0,6.0,158,3.0,No,No,No,No,No,No,No,No,No,No,,,No
609554,No,No,0,8.0,137,8.0,No,No,No,No,No,No,No,No,No,No,,,No
609540,Yes,No,0,5.0,333,5.0,No,No,No,No,No,No,No,No,No,No,,,No
